plce,461040,N/A
mwv,913450,N/A
mwv,910220,N/A
mwv,913448,N/A
mwv,911920,N/A
mwv,8428,N/A
mwv,915548,N/A
mwv,119729,N/A
oksb,72813,N/A
oksb,78156,N/A
oksb,72050,N/A
oksb,67262,N/A
oksb,6022,N/A
oksb,3284,N/A
oksb,72049,N/A
tw,344910,N/A
tw,12886,N/A
tw,344144,N/A
tw,386,N/A
tw,345246,N/A
tw,344724,N/A
tw,345250,N/A
aria,3749847,N/A
aria,3770000,N/A
aria,3750931,N/A
aria,3768198,N/A
aria,3768000,N/A
aria,47754,N/A
aria,3698680,N/A
aria,3725431,N/A
aria,3773385,N/A
aria,369615,N/A
aria,3562185,N/A
plcm,899093,N/A
plcm,203511,N/A
plcm,898753,N/A
plcm,898750,N/A
plcm,4979,N/A
plcm,896577,N/A
plcm,893055,N/A
bokf,73590,N/A
bokf,73588,N/A
bokf,16928,N/A
bokf,71592,N/A
bokf,820,N/A
bokf,72868,N/A
xxia,205990,N/A
xxia,205994,N/A
xxia,5802,N/A
xxia,210948,N/A
xxia,200113,N/A
xxia,205146,N/A
xxia,209148,N/A
xxia,26816,N/A
xxia,196744,N/A
xxia,203272,N/A
xxia,204294,N/A
xxia,205494,N/A
cfnb,850,N/A
cfnb,219,N/A
cfnb,263,N/A
cfnb,1110,N/A
cfnb,1113,N/A
cfnb,2163,N/A
mwa,1358944,N/A
mwa,67423,N/A
mwa,1348944,N/A
mwa,1359000,N/A
mwa,133523,N/A
mwa,1379303,N/A
mwa,1385412,N/A
mwa,1380000,N/A
tg,77551,N/A
tg,14545,N/A
tg,74066,N/A
tg,78489,N/A
tg,77410,N/A
tg,77411,N/A
tg,4483,N/A
tg,73866,N/A
te,953223,N/A
te,2426,N/A
te,236488,N/A
te,955349,N/A
te,953523,N/A
te,953520,N/A
tklc,424948,N/A
tklc,1994685,N/A
tklc,1994885,N/A
tklc,1992000,N/A
tklc,1990000,N/A
tklc,12706,N/A
tklc,1982362,N/A
tklc,1992264,N/A
tklc,1979263,N/A
tklc,1991834,N/A
spec,215780,N/A
spec,215784,N/A
spec,283500,N/A
spec,45408,N/A
spec,131760,N/A
spec,119715,N/A
spec,283543,N/A
pei,375610,N/A
pei,391708,N/A
pei,15918,N/A
pei,39258,N/A
pei,391530,N/A
pei,383710,N/A
pei,391528,N/A
mpg,703236,N/A
mpg,712710,N/A
mpg,16553,N/A
mpg,712709,N/A
mpg,706350,N/A
mpg,687512,N/A
mpg,40100,N/A
mpg,714636,N/A
kcg,18486,N/A
kcg,890130,N/A
kcg,875586,N/A
kcg,890128,N/A
kcg,192243,N/A
kcg,894072,N/A
sonc,652293,N/A
sonc,49677,N/A
sonc,163069,N/A
sonc,661173,N/A
sonc,680792,N/A
sonc,657808,N/A
sonc,611256,N/A
sonc,610692,N/A
sonc,660933,N/A
sonc,658519,N/A
sonc,649879,N/A
sonc,660930,N/A
sone,187960,N/A
sone,78171,N/A
sone,187958,N/A
sone,217889,N/A
sone,194876,N/A
sone,6918,N/A
sone,182732,N/A
mjn,1032000,N/A
mjn,5367,N/A
mjn,1031512,N/A
mjn,1033508,N/A
mjn,1029041,N/A
mjn,148911,N/A
mjn,1034508,N/A
mjn,1030000,N/A
amgn,68421,false
amgn,5214000,false
amgn,4704951,false
amgn,5210000,false
amgn,4984206,false
amgn,4851648,false
amgn,5214516,false
amgn,5214416,false
amgn,5219312,false
amgn,5227363,false
amgn,4025107,false
amgn,3152658,false
amgn,5220769,false
amgn,5219612,false
amgn,507499,false
amgn,5226475,false
amgn,5227063,true
amgn,5183768,false
mlhr,50551,N/A
mlhr,65610,N/A
mlhr,570116,N/A
mlhr,586437,N/A
mlhr,522211,N/A
mlhr,588688,N/A
mlhr,586020,N/A
mlhr,586017,N/A
mpr,2428,N/A
mpr,2475,N/A
mpr,57950,N/A
mpr,55475,N/A
mpr,57374,N/A
mpr,57370,N/A
mrk,7822442,N/A
mrk,9273882,N/A
mrk,8414411,N/A
mrk,9712555,N/A
mrk,8167209,N/A
mrk,9714155,N/A
mrk,754999,N/A
mrk,120692,N/A
mrk,8410000,N/A
mrk,9705000,N/A
mrk,9705405,N/A
mrk,8456459,N/A
mrk,8758042,N/A
mrk,9705705,N/A
cprt,20088,N/A
cprt,325886,N/A
cprt,310871,N/A
cprt,36451,N/A
cprt,328674,N/A
cprt,328434,N/A
cprt,328430,N/A
cprt,307870,N/A
mpx,1719,N/A
mpx,12140,N/A
mpx,10822,N/A
mpx,100,N/A
mpx,12541,N/A
ibm,80861,N/A
ibm,318384,N/A
ibm,4653922,N/A
ibm,4495589,N/A
ibm,5105917,N/A
ibm,5004358,N/A
ibm,4313638,N/A
ibm,4651211,N/A
ibm,2834758,N/A
ibm,5026000,N/A
ibm,4512325,N/A
ibm,4530771,N/A
ibm,4500000,N/A
ibm,4500368,N/A
ibm,5106117,N/A
ibm,5026265,N/A
cmo,955554,N/A
cmo,955454,N/A
cmo,10128,N/A
cmo,62606,N/A
cmo,965582,N/A
cmo,968622,N/A
cmo,965580,N/A
cmn,4808,N/A
cmn,2368,N/A
cmn,53812,N/A
cmn,51962,N/A
cmn,54330,N/A
cmn,53810,N/A
upl,1123000,N/A
upl,1123878,N/A
upl,113648,N/A
upl,1120000,N/A
upl,1111789,N/A
upl,1122698,N/A
upl,11819,N/A
enoc,39892,N/A
enoc,6019,N/A
enoc,221380,N/A
enoc,241585,N/A
enoc,227645,N/A
enoc,228559,N/A
enoc,227650,N/A
enoc,224640,N/A
afce,8162,N/A
afce,189377,N/A
afce,194854,N/A
afce,199003,N/A
afce,198030,N/A
afce,207040,N/A
afce,11726,N/A
zbra,162375,N/A
zbra,174046,N/A
zbra,169420,N/A
zbra,143380,N/A
zbra,143715,N/A
zbra,161151,N/A
zbra,158547,N/A
zbra,43599,N/A
zbra,174803,N/A
zbra,150914,N/A
zbra,174583,N/A
zbra,174580,N/A
zbra,11656,N/A
bxs,728423,N/A
bxs,741140,N/A
bxs,741143,N/A
bxs,71642,N/A
bxs,745264,N/A
bxs,694127,N/A
bxs,741983,N/A
bxs,49701,N/A
pby,62736,N/A
pby,7396,N/A
pby,654335,N/A
pby,664130,N/A
pby,661731,N/A
pby,661730,N/A
wso,183929,N/A
wso,13845,N/A
wso,183930,N/A
wso,180197,N/A
wso,179986,N/A
wso,185034,N/A
wso,4611,N/A
wso,183804,N/A
reg,78604,N/A
reg,538946,N/A
reg,587514,N/A
reg,587510,N/A
reg,590736,N/A
reg,584890,N/A
reg,586614,N/A
reg,5104,N/A
thmd,9036,N/A
thmd,19090,N/A
thmd,19086,N/A
thmd,131797,N/A
vmed,372514,false
vmed,4859046,false
vmed,4870000,false
vmed,4867903,false
vmed,4875345,false
vmed,4853008,false
vmed,4751923,false
vmed,4867103,true
vmed,4870279,false
vmed,4864930,false
vmed,4469324,false
vmed,21439,false
vmed,4615242,false
vmed,4864130,false
vmed,4853000,false
evr,13991,N/A
evr,3596,N/A
evr,255091,N/A
evr,254318,N/A
evr,254320,N/A
evr,251495,N/A
evr,251795,N/A
sanm,109432,N/A
sanm,748688,N/A
sanm,727435,N/A
sanm,736673,N/A
sanm,33938,N/A
sanm,727935,N/A
sanm,737873,N/A
sanm,738373,N/A
sanm,738370,N/A
sanm,704435,N/A
sanm,717335,N/A
pbi,222842,N/A
pbi,1661787,N/A
pbi,1791,N/A
pbi,1660000,N/A
pbi,1661487,N/A
pbi,1662000,N/A
pbi,1663763,N/A
pbh,433512,N/A
pbh,22762,N/A
pbh,433332,N/A
pbh,433330,N/A
pbh,251304,N/A
pbh,426268,N/A
pbh,435488,N/A
pbh,184104,N/A
bxg,123048,N/A
bxg,121848,N/A
bxg,6000,N/A
bxg,123050,N/A
bxg,127059,N/A
bxg,117112,N/A
bxg,123648,N/A
cmp,202206,N/A
cmp,202606,N/A
cmp,200827,N/A
cmp,13641,N/A
cmp,202490,N/A
cmp,1413,N/A
cmp,202486,N/A
syno,27502,N/A
syno,24756,N/A
syno,25886,N/A
syno,1471,N/A
syno,11473,N/A
syno,26030,N/A
syno,26031,N/A
syno,28988,N/A
synm,29013,N/A
synm,1450000,N/A
synm,12390,N/A
synm,1440073,N/A
synm,1449558,N/A
synm,1452463,N/A
jbht,788062,N/A
jbht,181033,N/A
jbht,786109,N/A
jbht,3536,N/A
jbht,787420,N/A
jbht,784668,N/A
ten,576163,N/A
ten,573790,N/A
ten,80602,N/A
ten,566030,N/A
ten,9921,N/A
ten,573787,N/A
epax,2288,N/A
epax,7076,N/A
epax,21917,N/A
epax,24440,N/A
epax,22148,N/A
epax,24436,N/A
aly,679141,N/A
aly,6861077,N/A
aly,23559,N/A
aly,535,N/A
aly,1385000,N/A
aly,10887089,N/A
aly,6860000,N/A
nwl,4186886,N/A
nwl,4321040,N/A
nwl,4191530,N/A
nwl,4320000,N/A
nwl,193634,N/A
nwl,4321000,N/A
nwl,137661,N/A
nwl,4323447,N/A
cost,2071661,false
cost,2066029,false
cost,15310,false
cost,2055587,false
cost,1896847,false
cost,1595832,false
cost,1687399,false
cost,2073101,false
cost,2055298,false
cost,284779,false
cost,1592073,false
cost,2071311,false
cost,2070000,false
cost,2073601,true
cost,2055000,false
cost,2074561,false
cost,2076990,false
cost,2070701,false
cost,2074211,false
hts,1150826,N/A
hts,16784,N/A
hts,1134042,N/A
hts,1150000,N/A
hts,1147889,N/A
hts,1135380,N/A
hts,38776,N/A
hts,1135000,N/A
agam,284495,N/A
agam,24100,N/A
idti,954804,N/A
idti,960033,N/A
idti,979760,N/A
idti,955604,N/A
idti,981678,N/A
idti,23820,N/A
idti,987500,N/A
idti,248349,N/A
idti,960333,N/A
idti,909340,N/A
idti,1021927,N/A
idti,979756,N/A
ccbg,1050,N/A
ccbg,42933,N/A
ccbg,42930,N/A
ccbg,43382,N/A
ccbg,1481,N/A
ccbg,41452,N/A
ccbg,41320,N/A
nyny,201854,N/A
nyny,196300,N/A
nyny,162642,N/A
nyny,196302,N/A
nyny,192302,N/A
nyny,195576,N/A
nyny,16703,N/A
recn,247027,N/A
recn,248848,N/A
recn,238718,N/A
recn,266113,N/A
recn,241018,N/A
recn,239868,N/A
recn,247030,N/A
recn,10030,N/A
recn,20100,N/A
synt,85440,N/A
synt,83159,N/A
synt,90126,N/A
synt,3432,N/A
synt,85436,N/A
synt,82609,N/A
synt,10669,N/A
synt,86041,N/A
mgpi,846,N/A
mgpi,2031,N/A
mgpi,20899,N/A
mgpi,18868,N/A
mgpi,25581,N/A
mgpi,20427,N/A
mgpi,20430,N/A
anf,45467,N/A
anf,2450000,N/A
anf,2449724,N/A
anf,2406000,N/A
anf,2405610,N/A
anf,2434374,N/A
anf,2424374,N/A
anf,122187,N/A
anf,2435874,N/A
anf,2451077,N/A
anf,2449224,N/A
abg,322060,N/A
abg,286198,N/A
abg,322064,N/A
abg,325848,N/A
abg,26475,N/A
zixi,71693,N/A
zixi,1038492,N/A
zixi,1027874,N/A
zixi,1040000,N/A
zixi,1027374,N/A
zixi,1041000,N/A
zixi,1029974,N/A
zixi,1041101,N/A
zixi,13227,N/A
nee,1372720,N/A
nee,1401795,N/A
nee,30875,N/A
nee,183294,N/A
nee,1401595,N/A
nee,1400000,N/A
nee,1398000,N/A
nee,1398085,N/A
ccoi,317677,N/A
ccoi,323780,N/A
ccoi,317877,N/A
ccoi,322776,N/A
ccoi,323776,N/A
ccoi,6099,N/A
ccoi,316877,N/A
ccoi,51799,N/A
ccoi,352049,N/A
ccoi,325582,N/A
mw,847188,N/A
mw,856706,N/A
mw,7115,N/A
mw,114351,N/A
mw,854683,N/A
mw,854443,N/A
mw,854440,N/A
sui,95821,N/A
sui,3928,N/A
sui,90823,N/A
sui,94987,N/A
sui,23634,N/A
sui,92234,N/A
sui,94990,N/A
sur,124300,N/A
sur,133,N/A
sur,2666,N/A
sur,98142,N/A
sur,10015,N/A
sur,124382,N/A
sur,104923,N/A
sur,104920,N/A
mchp,1424522,false
mchp,1375405,false
mchp,1385332,false
mchp,1417923,false
mchp,1383000,false
mchp,1383356,true
mchp,1377381,false
mchp,1100698,false
mchp,1092692,false
mchp,293993,false
mchp,49721,false
mchp,1380000,false
ntct,151090,N/A
ntct,151975,N/A
ntct,148175,N/A
ntct,157250,N/A
ntct,35124,N/A
ntct,172039,N/A
ntct,6843,N/A
ntct,158838,N/A
ntct,157370,N/A
vocs,119929,N/A
vocs,119237,N/A
vocs,113589,N/A
vocs,116977,N/A
vocs,5552,N/A
vocs,125054,N/A
vocs,119240,N/A
vocs,116677,N/A
vocs,39776,N/A
lea,679130,N/A
lea,1700,N/A
lea,676191,N/A
lea,68350,N/A
clne,851746,N/A
clne,849046,N/A
clne,7390,N/A
clne,860553,N/A
clne,858605,N/A
clne,860653,N/A
clne,858610,N/A
clne,120752,N/A
ggp,4064000,N/A
ggp,4064090,N/A
ggp,289929,N/A
ggp,4066090,N/A
ggp,29906,N/A
ggp,4053424,N/A
ggp,4080000,N/A
ggp,4081630,N/A
ggs,131560,N/A
ggs,11992,N/A
ggs,129240,N/A
ggs,131564,N/A
ggs,2324,N/A
leg,1359046,N/A
leg,3888,N/A
leg,1360974,N/A
leg,1360000,N/A
leg,85775,N/A
leg,1361000,N/A
leg,1363034,N/A
epic,635723,N/A
epic,193857,N/A
epic,23917,N/A
epic,193800,N/A
epic,42100,N/A
epic,193860,N/A
bsrr,19606,N/A
bsrr,20073,N/A
bsrr,1800,N/A
bsrr,24531,N/A
bsrr,17965,N/A
bsrr,19610,N/A
bsrr,2008,N/A
bsrr,18065,N/A
ilmn,1127164,false
ilmn,1136464,false
ilmn,1119000,false
ilmn,14235,false
ilmn,973555,false
ilmn,1127564,true
ilmn,1126473,false
ilmn,1062577,false
ilmn,1124864,false
ilmn,129060,false
ilmn,1119417,false
ilmn,1126764,false
ilmn,1130000,false
ilmn,1034781,false
bj,5087667,N/A
bj,600,N/A
bj,5091000,N/A
bj,75486,N/A
bj,5090000,N/A
bj,5090866,N/A
wbsn,411012,N/A
wbsn,411010,N/A
wbsn,401302,N/A
wbsn,382790,N/A
wbsn,412722,N/A
wbsn,6770,N/A
wbsn,404280,N/A
wbsn,411152,N/A
wbsn,405372,N/A
wbsn,459580,N/A
wbsn,37214,N/A
mww,2580275,N/A
mww,2581000,N/A
mww,2580000,N/A
mww,2581375,N/A
mww,2582141,N/A
mww,198782,N/A
mww,2582541,N/A
mww,2580775,N/A
mww,2266,N/A
flr,2283407,N/A
flr,2283000,N/A
flr,2265034,N/A
flr,2286512,N/A
flr,114125,N/A
flr,2280607,N/A
flr,2286612,N/A
flr,2283607,N/A
flr,2290000,N/A
flr,22678,N/A
flr,2286412,N/A
flr,2286812,N/A
clny,231384,N/A
clny,227118,N/A
clny,232677,N/A
clny,6023,N/A
clny,5559,N/A
clny,231380,N/A
seno,96244,N/A
seno,738,N/A
seno,18726967,N/A
seno,96240,N/A
seno,30332,N/A
kss,3688177,N/A
kss,26837,N/A
kss,3700078,N/A
kss,352594,N/A
kss,3685278,N/A
kss,3685078,N/A
kss,3685378,N/A
kss,3690000,N/A
kss,3662341,N/A
kss,3685000,N/A
ipgp,989,N/A
ipgp,348374,N/A
ipgp,64350,N/A
ipgp,348740,N/A
ipgp,348744,N/A
ipgp,346337,N/A
ipgp,348474,N/A
alth,240806,N/A
alth,678359,N/A
alth,652344,N/A
alth,59006,N/A
alth,652340,N/A
alth,640851,N/A
alth,655440,N/A
alth,580235,N/A
cern,6341,false
cern,949101,true
cern,949100,false
cern,88122,false
cern,946790,false
cern,785163,false
cern,854300,false
cern,947601,false
cern,948001,false
cern,932931,false
cern,824362,false
cern,949001,false
sjw,51280,N/A
sjw,51275,N/A
sjw,51829,N/A
sjw,2382,N/A
sjw,418,N/A
sjw,49447,N/A
pbct,4544879,N/A
pbct,4461278,N/A
pbct,4464094,N/A
pbct,612371,N/A
pbct,4551779,N/A
pbct,4557938,N/A
pbct,4950199,N/A
pbct,4562850,N/A
pbct,4569009,N/A
pbct,4560000,N/A
usph,3837,N/A
usph,43010,N/A
usph,45789,N/A
usph,45325,N/A
usph,45330,N/A
usph,49194,N/A
usph,2515,N/A
usph,42445,N/A
usph,38852,N/A
hhgp,136356,N/A
hhgp,130817,N/A
hhgp,135068,N/A
hhgp,146473,N/A
hhgp,135070,N/A
hhgp,5539,N/A
hhgp,931,N/A
spls,10802000,false
spls,162114,false
spls,10818730,true
spls,10788612,false
spls,10793912,false
spls,10827832,false
spls,10832590,false
spls,10784810,false
spls,10830000,false
spls,1438211,false
spls,10801715,false
spls,9609875,false
spls,10035055,false
spls,10811315,false
spls,9997886,false
bpop,13981000,N/A
bpop,14154870,N/A
bpop,201703,N/A
bpop,14099386,N/A
bpop,14447233,N/A
bpop,13980899,N/A
bpop,14165770,N/A
bpop,14165470,N/A
bpop,14170000,N/A
bpop,14133580,N/A
bpop,889253,N/A
bpop,14181802,N/A
bpop,14165099,N/A
cers,230836,N/A
cers,230636,N/A
cers,62539,N/A
cers,8287,N/A
cers,229936,N/A
cers,238823,N/A
cers,236950,N/A
cers,236953,N/A
cers,252541,N/A
sjm,602020,N/A
sjm,602022,N/A
sjm,67080,N/A
sjm,596963,N/A
sjm,5059,N/A
sjm,601063,N/A
ctl,367758,N/A
ctl,2655497,N/A
ctl,2670943,N/A
ctl,2671053,N/A
ctl,19524,N/A
ctl,2655387,N/A
ctl,2660843,N/A
ctl,2660000,N/A
ctl,2655000,N/A
ctl,2651170,N/A
drc,571480,N/A
drc,571484,N/A
drc,564759,N/A
drc,571804,N/A
drc,570995,N/A
drc,94019,N/A
drc,6052,N/A
altr,3401923,false
altr,652275,false
altr,2959231,false
altr,3756676,true
altr,3750000,false
altr,3734101,false
altr,3753000,false
altr,3648970,false
altr,3491388,false
altr,2798191,false
altr,3736240,false
altr,3753220,false
altr,105735,false
rkt,18952,N/A
rkt,1026478,N/A
rkt,1024907,N/A
rkt,1044000,N/A
rkt,1040000,N/A
rkt,1044419,N/A
rkt,110113,N/A
rkt,994127,N/A
rkt,1043419,N/A
rkt,1043819,N/A
rkt,1044500,N/A
txn,9567448,N/A
txn,39077,N/A
txn,9566642,N/A
txn,9552623,N/A
txn,9553000,N/A
txn,9566948,N/A
txn,9528969,N/A
txn,818285,N/A
txn,9570000,N/A
txn,9555323,N/A
fbp,143720,N/A
fbp,143715,N/A
fbp,143484,N/A
fbp,143845,N/A
fbp,27191,N/A
fbp,231,N/A
ipg,640330,N/A
ipg,5561000,N/A
ipg,55496,N/A
ipg,5517754,N/A
ipg,5566378,N/A
ipg,5560794,N/A
ipg,5569704,N/A
ipg,5569204,N/A
ipg,5513194,N/A
ipg,5570000,N/A
volc,426640,N/A
volc,426641,N/A
volc,78949,N/A
volc,418323,N/A
volc,418551,N/A
volc,416650,N/A
volc,9891,N/A
volc,435479,N/A
volc,389097,N/A
volc,428690,N/A
umpq,780669,N/A
umpq,896741,N/A
umpq,818953,N/A
umpq,736269,N/A
umpq,813740,N/A
umpq,167248,N/A
umpq,81974,N/A
umpq,814448,N/A
umpq,813738,N/A
mksi,221220,N/A
mksi,233075,N/A
mksi,230145,N/A
mksi,36475,N/A
mksi,243396,N/A
mksi,19124,N/A
mksi,241096,N/A
mksi,242660,N/A
mksi,252299,N/A
mksi,242656,N/A
mksi,274962,N/A
mksi,186527,N/A
mksi,244956,N/A
mksi,251899,N/A
win,4449598,N/A
win,4606884,N/A
win,4430627,N/A
win,4439775,N/A
win,24332,N/A
win,4441732,N/A
win,566572,N/A
win,4450000,N/A
ipi,582872,N/A
ipi,583317,N/A
ipi,583497,N/A
ipi,3330,N/A
ipi,583500,N/A
ipi,18780,N/A
ipi,579605,N/A
brs,5021,N/A
brs,264390,N/A
brs,19379,N/A
brs,264394,N/A
brs,259373,N/A
brs,266041,N/A
siro,1149000,N/A
siro,1150000,N/A
siro,1145534,N/A
siro,3436,N/A
siro,25578,N/A
siro,1149070,N/A
siro,1148154,N/A
esrx,6187177,true
esrx,6181089,false
esrx,5753283,false
esrx,6185000,false
esrx,6190000,false
esrx,6180877,false
esrx,6184749,false
esrx,6185677,false
esrx,5496268,false
esrx,6205464,false
esrx,6151813,false
esrx,507823,false
esrx,52526,false
qcom,12036691,false
qcom,11975522,false
qcom,12041657,false
qcom,12036391,false
qcom,12028088,false
qcom,12023122,false
qcom,145015,false
qcom,12023832,false
qcom,12048252,false
qcom,12040000,false
qcom,11294699,false
qcom,11880057,false
qcom,12028798,true
qcom,1505042,false
qcom,11986000,false
qcom,10508996,false
qcom,11986084,false
qcom,12027489,false
htgc,158266,N/A
htgc,164150,N/A
htgc,165866,N/A
htgc,155135,N/A
htgc,164145,N/A
htgc,10027,N/A
htgc,7400,N/A
eeft,166478,N/A
eeft,215636,N/A
eeft,15533,N/A
eeft,174316,N/A
eeft,176328,N/A
eeft,164487,N/A
eeft,8650,N/A
eeft,174320,N/A
oclr,979439,N/A
oclr,974773,N/A
oclr,988380,N/A
oclr,988381,N/A
oclr,989381,N/A
oclr,109994,N/A
oclr,17178,N/A
oclr,991364,N/A
cnsl,16460,N/A
cnsl,291252,N/A
cnsl,3679,N/A
cnsl,295972,N/A
cnsl,295970,N/A
cnsl,290693,N/A
cnsl,296999,N/A
wmt,7976363,N/A
wmt,8896179,N/A
wmt,8262803,N/A
wmt,8642252,N/A
wmt,9358835,N/A
wmt,9005263,N/A
wmt,727637,N/A
wmt,8660000,N/A
wmt,9359000,N/A
wmt,9416450,N/A
wmt,8662265,N/A
wmt,9410625,N/A
wmt,9426470,N/A
wmt,9410850,N/A
wmt,57743,N/A
wmt,8880039,N/A
brc,13755,N/A
brc,275574,N/A
brc,303548,N/A
brc,263355,N/A
brc,48550,N/A
brc,268455,N/A
brc,277440,N/A
brc,275240,N/A
brc,275244,N/A
fbn,23489,N/A
fbn,240641,N/A
fbn,11137,N/A
fbn,234941,N/A
fbn,246078,N/A
fbn,246080,N/A
apd,1240000,N/A
apd,1236601,N/A
apd,1237000,N/A
apd,1228999,N/A
apd,9197,N/A
apd,1238196,N/A
apd,1238396,N/A
apd,114116,N/A
avy,682248,N/A
avy,968,N/A
avy,682148,N/A
avy,683120,N/A
avy,130579,N/A
avy,683116,N/A
are,347928,N/A
are,349787,N/A
are,347930,N/A
are,30625,N/A
are,348448,N/A
are,345532,N/A
are,344372,N/A
are,5219,N/A
mnro,32675,N/A
mnro,220513,N/A
mnro,221711,N/A
mnro,214871,N/A
mnro,220413,N/A
mnro,12129,N/A
mnro,235506,N/A
mnro,215371,N/A
mnro,220410,N/A
ufs,205,N/A
ufs,510673,N/A
ufs,511332,N/A
ufs,41545,N/A
ufs,511212,N/A
ufs,511210,N/A
avx,149235,N/A
avx,149540,N/A
avx,300,N/A
avx,134320,N/A
avx,149535,N/A
avx,24566,N/A
usb,12824201,N/A
usb,12761244,N/A
usb,117337,N/A
usb,12826601,N/A
usb,12868507,N/A
usb,12870000,N/A
usb,12912462,N/A
usb,1162870,N/A
usb,12872507,N/A
usb,12872739,N/A
usb,12824000,N/A
chg,2817,N/A
chg,40494,N/A
chg,40490,N/A
chg,40594,N/A
chg,38310,N/A
chg,41205,N/A
chg,2795,N/A
chh,153490,N/A
chh,10823,N/A
chh,153494,N/A
pzz,3500,N/A
pzz,30928,N/A
pzz,30930,N/A
pzz,5172,N/A
two,1921000,N/A
two,1937488,N/A
two,1922405,N/A
two,1933680,N/A
two,81086,N/A
two,1933180,N/A
two,1914361,N/A
two,1937188,N/A
two,1921605,N/A
two,16233,N/A
two,1930000,N/A
apac,153870,N/A
apac,162479,N/A
apac,45013,N/A
apac,153869,N/A
apac,149821,N/A
apac,149721,N/A
apac,15286,N/A
apac,155107,N/A
sbux,6411349,false
sbux,6415346,false
sbux,6416272,true
sbux,6421869,false
sbux,691638,false
sbux,6407545,false
sbux,6416846,false
sbux,33880,false
sbux,6415000,false
sbux,6422336,false
sbux,6414572,false
sbux,6420000,false
sbux,6416046,false
sbux,5380309,false
sbux,5413497,false
sbux,6411049,false
sbux,6414984,false
ueic,55353,N/A
ueic,49489,N/A
ueic,54760,N/A
ueic,54763,N/A
ueic,4633,N/A
ueic,64869,N/A
ueic,52660,N/A
ueic,2693,N/A
chs,2472480,N/A
chs,2493304,N/A
chs,2490000,N/A
chs,2469225,N/A
chs,2495121,N/A
chs,2493000,N/A
chs,17092,N/A
chs,275719,N/A
chs,2494441,N/A
peet,205918,N/A
peet,26754,N/A
peet,208440,N/A
peet,208442,N/A
peet,214787,N/A
peet,208946,N/A
peet,202011,N/A
peet,206658,N/A
peet,6388,N/A
thrx,250259,N/A
thrx,30631,N/A
